street_id,street_name,house,sub_house,is_available,full_address,latitude,longitude,gis_full_name,provider
309,микрорайон 11-й микрорайон,10,,1,"Алматы г., микрорайон 11-й микрорайон, 10",43.223943,76.874243,"Алматы, 11-й микрорайон, 10",beeline
309,микрорайон 11-й микрорайон,11,,1,"Алматы г., микрорайон 11-й микрорайон, 11",43.309838,77.004097,"Алматы, 11-я улица, 11",beeline
309,микрорайон 11-й микрорайон,12,,1,"Алматы г., микрорайон 11-й микрорайон, 12",43.222986,76.873559,"Алматы, 11-й микрорайон, 12",beeline
309,микрорайон 11-й микрорайон,13,,1,"Алматы г., микрорайон 11-й микрорайон, 13",43.22333,76.873123,"Алматы, 11-й микрорайон, 13",beeline
309,микрорайон 11-й микрорайон,14,,1,"Алматы г., микрорайон 11-й микрорайон, 14",,,,beeline
309,микрорайон 11-й микрорайон,14а,,1,"Алматы г., микрорайон 11-й микрорайон, 14а",43.225171,76.874236,"Алматы, 11-й микрорайон, 14а",beeline
309,микрорайон 11-й микрорайон,14б,,1,"Алматы г., микрорайон 11-й микрорайон, 14б",43.224336,76.874745,"Алматы, 11-й микрорайон, 14Б",beeline
309,микрорайон 11-й микрорайон,15,,1,"Алматы г., микрорайон 11-й микрорайон, 15",,,,beeline
309,микрорайон 11-й микрорайон,16,,1,"Алматы г., микрорайон 11-й микрорайон, 16",,,,beeline
309,микрорайон 11-й микрорайон,17,,1,"Алматы г., микрорайон 11-й микрорайон, 17",43.225793,76.874886,"Алматы, 11-й микрорайон, 17",beeline
309,микрорайон 11-й микрорайон,2,,1,"Алматы г., микрорайон 11-й микрорайон, 2",43.222322,76.872663,"Алматы, 11-й микрорайон, 2",beeline
309,микрорайон 11-й микрорайон,21,,1,"Алматы г., микрорайон 11-й микрорайон, 21",43.222596,76.874664,"Алматы, 11-й микрорайон, 21",beeline
309,микрорайон 11-й микрорайон,22,,1,"Алматы г., микрорайон 11-й микрорайон, 22",43.222257,76.874982,"Алматы, 11-й микрорайон, 22",beeline
309,микрорайон 11-й микрорайон,23,,1,"Алматы г., микрорайон 11-й микрорайон, 23",43.222883,76.875448,"Алматы, 11-й микрорайон, 23",beeline
309,микрорайон 11-й микрорайон,24,,1,"Алматы г., микрорайон 11-й микрорайон, 24",43.222239,76.875565,"Алматы, 11-й микрорайон, 24",beeline
309,микрорайон 11-й микрорайон,25,,1,"Алматы г., микрорайон 11-й микрорайон, 25",43.221212,76.872091,"Алматы, 11-й микрорайон, 25",beeline
309,микрорайон 11-й микрорайон,25а,,1,"Алматы г., микрорайон 11-й микрорайон, 25а",43.221981,76.873109,"Алматы, 11-й микрорайон, 25а",beeline
309,микрорайон 11-й микрорайон,26,,1,"Алматы г., микрорайон 11-й микрорайон, 26",43.220294,76.872314,"Алматы, 11-й микрорайон, 26 / проспект Алтынсарина, 26",beeline
309,микрорайон 11-й микрорайон,27,,1,"Алматы г., микрорайон 11-й микрорайон, 27",43.219433,76.873521,"Алматы, 11-й микрорайон, 27 / проспект Алтынсарина, 27",beeline
309,микрорайон 11-й микрорайон,28,,1,"Алматы г., микрорайон 11-й микрорайон, 28",43.219303,76.874768,"Алматы, 11-й микрорайон, 28",beeline
309,микрорайон 11-й микрорайон,29,,1,"Алматы г., микрорайон 11-й микрорайон, 29",43.219664,76.874509,"Алматы, 11-й микрорайон, 29",beeline
309,микрорайон 11-й микрорайон,3,,1,"Алматы г., микрорайон 11-й микрорайон, 3",43.221334,76.870715,"Алматы, 11-й микрорайон, 3 / проспект Алтынсарина, 3",beeline
309,микрорайон 11-й микрорайон,30,,1,"Алматы г., микрорайон 11-й микрорайон, 30",43.219939,76.874124,"Алматы, 11-й микрорайон, 30",beeline
309,микрорайон 11-й микрорайон,31,,1,"Алматы г., микрорайон 11-й микрорайон, 31",43.220288,76.873846,"Алматы, 11-й микрорайон, 31 / проспект Алтынсарина, 31",beeline
309,микрорайон 11-й микрорайон,32,,1,"Алматы г., микрорайон 11-й микрорайон, 32",43.220558,76.873467,"Алматы, 11-й микрорайон, 32",beeline
309,микрорайон 11-й микрорайон,33,,1,"Алматы г., микрорайон 11-й микрорайон, 33",43.220758,76.872975,"Алматы, 11-й микрорайон, 33",beeline
309,микрорайон 11-й микрорайон,34,,1,"Алматы г., микрорайон 11-й микрорайон, 34",43.221036,76.872585,"Алматы, 11-й микрорайон, 34",beeline
309,микрорайон 11-й микрорайон,37,,1,"Алматы г., микрорайон 11-й микрорайон, 37",43.218563,76.874743,"Алматы, 11-й микрорайон, 37",beeline
309,микрорайон 11-й микрорайон,38,,1,"Алматы г., микрорайон 11-й микрорайон, 38",43.219041,76.875211,"Алматы, 11-й микрорайон, 38",beeline
309,микрорайон 11-й микрорайон,4,,1,"Алматы г., микрорайон 11-й микрорайон, 4",43.222388,76.871149,"Алматы, 11-й микрорайон, 4",beeline
309,микрорайон 11-й микрорайон,5,,1,"Алматы г., микрорайон 11-й микрорайон, 5",43.223147,76.871955,"Алматы, 11-й микрорайон, 5",beeline
309,микрорайон 11-й микрорайон,6,,1,"Алматы г., микрорайон 11-й микрорайон, 6",43.223549,76.872284,"Алматы, 11-й микрорайон, 6",beeline
309,микрорайон 11-й микрорайон,7,,1,"Алматы г., микрорайон 11-й микрорайон, 7",43.223869,76.872504,"Алматы, 11-й микрорайон, 7",beeline
309,микрорайон 11-й микрорайон,8,,1,"Алматы г., микрорайон 11-й микрорайон, 8",43.224108,76.872617,"Алматы, 11-й микрорайон, 8",beeline
309,микрорайон 11-й микрорайон,9а,,1,"Алматы г., микрорайон 11-й микрорайон, 9а",43.224956,76.873335,"Алматы, 11-й микрорайон, 9а",beeline
65,микрорайон 12-й микрорайон,1,,1,"Алматы г., микрорайон 12-й микрорайон, 1",43.218035,76.864108,"Алматы, 12-й микрорайон, 1",beeline
65,микрорайон 12-й микрорайон,10,,1,"Алматы г., микрорайон 12-й микрорайон, 10",43.219448,76.8621,"Алматы, 12-й микрорайон, 10",beeline
65,микрорайон 12-й микрорайон,11,,1,"Алматы г., микрорайон 12-й микрорайон, 11",43.220194,76.861691,"Алматы, 12-й микрорайон, 11",beeline
65,микрорайон 12-й микрорайон,1/1,,1,"Алматы г., микрорайон 12-й микрорайон, 1/1",43.218959,76.864067,"Алматы, 12-й микрорайон, 1/1",beeline
65,микрорайон 12-й микрорайон,12,,1,"Алматы г., микрорайон 12-й микрорайон, 12",43.309838,77.003643,"Алматы, 12-я улица, 12",beeline
65,микрорайон 12-й микрорайон,13,,1,"Алматы г., микрорайон 12-й микрорайон, 13",43.220501,76.862146,"Алматы, 12-й микрорайон, 13",beeline
65,микрорайон 12-й микрорайон,14,,1,"Алматы г., микрорайон 12-й микрорайон, 14",43.220862,76.86229,"Алматы, 12-й микрорайон, 14",beeline
65,микрорайон 12-й микрорайон,15,,1,"Алматы г., микрорайон 12-й микрорайон, 15",43.221303,76.862132,"Алматы, 12-й микрорайон, 15",beeline
65,микрорайон 12-й микрорайон,16,,1,"Алматы г., микрорайон 12-й микрорайон, 16",43.221772,76.863023,"Алматы, 12-й микрорайон, 16",beeline
65,микрорайон 12-й микрорайон,2,,1,"Алматы г., микрорайон 12-й микрорайон, 2",43.218496,76.864766,"Алматы, 12-й микрорайон, 2",beeline
65,микрорайон 12-й микрорайон,22/2,,1,"Алматы г., микрорайон 12-й микрорайон, 22/2",43.221298,76.866689,"Алматы, PARK HOUSE, жилой комплекс",beeline
65,микрорайон 12-й микрорайон,26,,1,"Алматы г., микрорайон 12-й микрорайон, 26",43.221455,76.865639,"Алматы, Алтынсарин, жилой комплекс",beeline
65,микрорайон 12-й микрорайон,3,,1,"Алматы г., микрорайон 12-й микрорайон, 3",43.218983,76.865393,"Алматы, 12-й микрорайон, 3",beeline
65,микрорайон 12-й микрорайон,4,,1,"Алматы г., микрорайон 12-й микрорайон, 4",43.219405,76.86464,"Алматы, 12-й микрорайон, 4",beeline
65,микрорайон 12-й микрорайон,5,,1,"Алматы г., микрорайон 12-й микрорайон, 5",43.219586,76.863262,"Алматы, 12-й микрорайон, 5",beeline
65,микрорайон 12-й микрорайон,5а,,1,"Алматы г., микрорайон 12-й микрорайон, 5а",43.220015,76.863061,"Алматы, 12-й микрорайон, 5а",beeline
65,микрорайон 12-й микрорайон,5б,,1,"Алматы г., микрорайон 12-й микрорайон, 5б",43.219869,76.863747,"Алматы, 12-й микрорайон, 5Б",beeline
65,микрорайон 12-й микрорайон,5в,,1,"Алматы г., микрорайон 12-й микрорайон, 5в",43.22036,76.863467,"Алматы, 12-й микрорайон, 5в",beeline
65,микрорайон 12-й микрорайон,6,,1,"Алматы г., микрорайон 12-й микрорайон, 6",43.219165,76.863095,"Алматы, 12-й микрорайон, 6",beeline
65,микрорайон 12-й микрорайон,7,,1,"Алматы г., микрорайон 12-й микрорайон, 7",43.218773,76.862939,"Алматы, 12-й микрорайон, 7",beeline
65,микрорайон 12-й микрорайон,8,,1,"Алматы г., микрорайон 12-й микрорайон, 8",43.218339,76.862767,"Алматы, 12-й микрорайон, 8",beeline
65,микрорайон 12-й микрорайон,9,,1,"Алматы г., микрорайон 12-й микрорайон, 9",43.218522,76.861373,"Алматы, 12-й микрорайон, 9",beeline
65,микрорайон 12-й микрорайон,9/1,,1,"Алматы г., микрорайон 12-й микрорайон, 9/1",43.218919,76.86037,"Алматы, 12-й микрорайон, 9/1",beeline
50445,микрорайон 20-й микрорайон,16,,1,"Алматы г., микрорайон 20-й микрорайон, 16",43.293194,76.829099,"Алматы, 20-й микрорайон, 16",beeline
50445,микрорайон 20-й микрорайон,18,,1,"Алматы г., микрорайон 20-й микрорайон, 18",43.293705,76.829489,"Алматы, 20-й микрорайон, 18",beeline
50445,микрорайон 20-й микрорайон,34,,1,"Алматы г., микрорайон 20-й микрорайон, 34",43.295954,76.831305,"Алматы, 20-й микрорайон, 36",beeline
50445,микрорайон 20-й микрорайон,46,,1,"Алматы г., микрорайон 20-й микрорайон, 46",43.297542,76.83301,"Алматы, 20-й микрорайон, 46",beeline
50445,микрорайон 20-й микрорайон,46к1,,1,"Алматы г., микрорайон 20-й микрорайон, 46к1",43.29737,76.832279,"Алматы, 20-й микрорайон, 46 к1",beeline
50445,микрорайон 20-й микрорайон,46к2,,1,"Алматы г., микрорайон 20-й микрорайон, 46к2",43.297809,76.832316,"Алматы, 20-й микрорайон, 46 к2",beeline
50445,микрорайон 20-й микрорайон,46к3,,1,"Алматы г., микрорайон 20-й микрорайон, 46к3",43.298026,76.832823,"Алматы, Aisafi, жилой комплекс",beeline
515,улица 20 Линия,198,,1,"Алматы г., улица 20 Линия, 198",43.221896,76.888882,"Алматы, 20-я линия, 198",beeline
515,улица 20 Линия,44,,1,"Алматы г., улица 20 Линия, 44",43.23357,76.888308,"Алматы, 20-я линия, 44",beeline
515,улица 20 Линия,46,,1,"Алматы г., улица 20 Линия, 46",43.297542,76.83301,"Алматы, 20-й микрорайон, 46",beeline
515,улица 20 Линия,48,,1,"Алматы г., улица 20 Линия, 48",43.232628,76.888385,"Алматы, 20-я линия, 48",beeline
259,улица 24 Июня,30,,1,"Алматы г., улица 24 Июня, 30",43.238686,76.907724,"Алматы, улица 24 Июня, 30",beeline
341,микрорайон 2-й микрорайон,1,,1,"Алматы г., микрорайон 2-й микрорайон, 1",43.233503,76.854706,"Алматы, 2-й микрорайон, 1",beeline
341,микрорайон 2-й микрорайон,10,,1,"Алматы г., микрорайон 2-й микрорайон, 10",43.235257,76.856288,"Алматы, 2-й микрорайон, 10",beeline
341,микрорайон 2-й микрорайон,10а,,1,"Алматы г., микрорайон 2-й микрорайон, 10а",43.234966,76.855969,"Алматы, 2-й микрорайон, 10а",beeline
341,микрорайон 2-й микрорайон,11,,1,"Алматы г., микрорайон 2-й микрорайон, 11",43.235192,76.856949,"Алматы, 2-й микрорайон, 11",beeline
341,микрорайон 2-й микрорайон,12,,1,"Алматы г., микрорайон 2-й микрорайон, 12",43.234842,76.8571,"Алматы, 2-й микрорайон, 12",beeline
341,микрорайон 2-й микрорайон,15,,1,"Алматы г., микрорайон 2-й микрорайон, 15",43.235051,76.858004,"Алматы, 2-й микрорайон, 15",beeline
341,микрорайон 2-й микрорайон,17,,1,"Алматы г., микрорайон 2-й микрорайон, 17",43.235715,76.858272,"Алматы, 2-й микрорайон, 17",beeline
341,микрорайон 2-й микрорайон,19,,1,"Алматы г., микрорайон 2-й микрорайон, 19",43.235117,76.859142,"Алматы, 2-й микрорайон, 19",beeline
341,микрорайон 2-й микрорайон,2,,1,"Алматы г., микрорайон 2-й микрорайон, 2",43.299763,76.983803,"Алматы, 2-я улица, 2",beeline
341,микрорайон 2-й микрорайон,21,,1,"Алматы г., микрорайон 2-й микрорайон, 21",43.235084,76.859835,"Алматы, 2-й микрорайон, 21",beeline
341,микрорайон 2-й микрорайон,22,,1,"Алматы г., микрорайон 2-й микрорайон, 22",43.235387,76.8597,"Алматы, 2-й микрорайон, 22",beeline
341,микрорайон 2-й микрорайон,23,,1,"Алматы г., микрорайон 2-й микрорайон, 23",43.236072,76.859816,"Алматы, 2-й микрорайон, 23",beeline
341,микрорайон 2-й микрорайон,24,,1,"Алматы г., микрорайон 2-й микрорайон, 24",43.235988,76.860643,"Алматы, 2-й микрорайон, 24",beeline
341,микрорайон 2-й микрорайон,25,,1,"Алматы г., микрорайон 2-й микрорайон, 25",43.235771,76.861121,"Алматы, 2-й микрорайон, 25",beeline
341,микрорайон 2-й микрорайон,26,,1,"Алматы г., микрорайон 2-й микрорайон, 26",43.235506,76.861684,"Алматы, 2-й микрорайон, 26",beeline
341,микрорайон 2-й микрорайон,27,,1,"Алматы г., микрорайон 2-й микрорайон, 27",43.235244,76.862237,"Алматы, 2-й микрорайон, 27",beeline
341,микрорайон 2-й микрорайон,28,,1,"Алматы г., микрорайон 2-й микрорайон, 28",43.234965,76.862842,"Алматы, 2-й микрорайон, 28",beeline
341,микрорайон 2-й микрорайон,29,,1,"Алматы г., микрорайон 2-й микрорайон, 29",43.234536,76.863078,"Алматы, 2-й микрорайон, 29 / улица Куанышбаева, 29",beeline
341,микрорайон 2-й микрорайон,3,,1,"Алматы г., микрорайон 2-й микрорайон, 3",43.234217,76.854397,"Алматы, 2-й микрорайон, 3",beeline
341,микрорайон 2-й микрорайон,30,,1,"Алматы г., микрорайон 2-й микрорайон, 30",43.234395,76.862015,"Алматы, 2-й микрорайон, 30",beeline
341,микрорайон 2-й микрорайон,31,,1,"Алматы г., микрорайон 2-й микрорайон, 31",43.234597,76.861589,"Алматы, 2-й микрорайон, 31",beeline
341,микрорайон 2-й микрорайон,32,,1,"Алматы г., микрорайон 2-й микрорайон, 32",43.234129,76.861283,"Алматы, 2-й микрорайон, 32",beeline
341,микрорайон 2-й микрорайон,33,,1,"Алматы г., микрорайон 2-й микрорайон, 33",43.233919,76.861861,"Алматы, 2-й микрорайон, 33",beeline
341,микрорайон 2-й микрорайон,34,,1,"Алматы г., микрорайон 2-й микрорайон, 34",43.233506,76.862168,"Алматы, 2-й микрорайон, 34 / улица Куанышбаева, 34",beeline
341,микрорайон 2-й микрорайон,35,,1,"Алматы г., микрорайон 2-й микрорайон, 35",43.233192,76.861538,"Алматы, 2-й микрорайон, 35",beeline
341,микрорайон 2-й микрорайон,36,,1,"Алматы г., микрорайон 2-й микрорайон, 36",43.233391,76.861118,"Алматы, 2-й микрорайон, 36",beeline
341,микрорайон 2-й микрорайон,37,,1,"Алматы г., микрорайон 2-й микрорайон, 37",43.233594,76.860688,"Алматы, 2-й микрорайон, 37",beeline
341,микрорайон 2-й микрорайон,38,,1,"Алматы г., микрорайон 2-й микрорайон, 38",43.233761,76.860335,"Алматы, 2-й микрорайон, 38",beeline
341,микрорайон 2-й микрорайон,4,,1,"Алматы г., микрорайон 2-й микрорайон, 4",43.234567,76.854246,"Алматы, 2-й микрорайон, 4 / проспект Алтынсарина, 4",beeline
341,микрорайон 2-й микрорайон,40г,,1,"Алматы г., микрорайон 2-й микрорайон, 40г",43.232598,76.860482,"Алматы, Куаныш, жилой комплекс",beeline
341,микрорайон 2-й микрорайон,48,,1,"Алматы г., микрорайон 2-й микрорайон, 48",43.230568,76.859192,"Алматы, 2-й микрорайон, 48",beeline
341,микрорайон 2-й микрорайон,5,,1,"Алматы г., микрорайон 2-й микрорайон, 5",43.234922,76.854841,"Алматы, 2-й микрорайон, 5",beeline
341,микрорайон 2-й микрорайон,6,,1,"Алматы г., микрорайон 2-й микрорайон, 6",43.234451,76.855409,"Алматы, 2-й микрорайон, 6",beeline
341,микрорайон 2-й микрорайон,6а,,1,"Алматы г., микрорайон 2-й микрорайон, 6а",43.234557,76.854884,"Алматы, 2-й микрорайон, 6а",beeline
341,микрорайон 2-й микрорайон,7,,1,"Алматы г., микрорайон 2-й микрорайон, 7",43.234096,76.855563,"Алматы, 2-й микрорайон, 7",beeline
341,микрорайон 2-й микрорайон,8,,1,"Алматы г., микрорайон 2-й микрорайон, 8",43.234058,76.856341,"Алматы, 2-й микрорайон, 8",beeline
341,микрорайон 2-й микрорайон,9,,1,"Алматы г., микрорайон 2-й микрорайон, 9",43.234414,76.856187,"Алматы, 2-й микрорайон, 9",beeline
341,микрорайон 2-й микрорайон,9а,,1,"Алматы г., микрорайон 2-й микрорайон, 9а",43.234806,76.856463,"Алматы, 2-й микрорайон, 9а",beeline
57,микрорайон 3-й микрорайон,1,,1,"Алматы г., микрорайон 3-й микрорайон, 1",43.225655,76.849966,"Алматы, микрорайон 3-й, 1",beeline
57,микрорайон 3-й микрорайон,10,,1,"Алматы г., микрорайон 3-й микрорайон, 10",43.224062,76.851305,"Алматы, микрорайон 3-й, 10",beeline
57,микрорайон 3-й микрорайон,11,,1,"Алматы г., микрорайон 3-й микрорайон, 11",43.224308,76.850641,"Алматы, микрорайон 3-й, 11",beeline
57,микрорайон 3-й микрорайон,12,,1,"Алматы г., микрорайон 3-й микрорайон, 12",43.224118,76.849809,"Алматы, микрорайон 3-й, 12",beeline
57,микрорайон 3-й микрорайон,12а,,1,"Алматы г., микрорайон 3-й микрорайон, 12а",43.22357,76.850071,"Алматы, микрорайон 3-й, 12а",beeline
57,микрорайон 3-й микрорайон,13,,1,"Алматы г., микрорайон 3-й микрорайон, 13",43.223843,76.848915,"Алматы, микрорайон 3-й, 13",beeline
57,микрорайон 3-й микрорайон,14,,1,"Алматы г., микрорайон 3-й микрорайон, 14",43.223528,76.849209,"Алматы, микрорайон 3-й, 14",beeline
57,микрорайон 3-й микрорайон,15,,1,"Алматы г., микрорайон 3-й микрорайон, 15",43.223206,76.849497,"Алматы, микрорайон 3-й, 15",beeline
57,микрорайон 3-й микрорайон,16,,1,"Алматы г., микрорайон 3-й микрорайон, 16",43.222887,76.849791,"Алматы, микрорайон 3-й, 16",beeline
57,микрорайон 3-й микрорайон,17,,1,"Алматы г., микрорайон 3-й микрорайон, 17",43.223202,76.850672,"Алматы, микрорайон 3-й, 17-18 / микрорайон 3-й, 18 / микрорайон 3-й, 17",beeline
57,микрорайон 3-й микрорайон,18,,1,"Алматы г., микрорайон 3-й микрорайон, 18",43.223202,76.850672,"Алматы, микрорайон 3-й, 17-18 / микрорайон 3-й, 18 / микрорайон 3-й, 17",beeline
57,микрорайон 3-й микрорайон,19,,1,"Алматы г., микрорайон 3-й микрорайон, 19",43.222325,76.851493,"Алматы, микрорайон 3-й, 19",beeline
57,микрорайон 3-й микрорайон,2,,1,"Алматы г., микрорайон 3-й микрорайон, 2",43.225856,76.849426,"Алматы, микрорайон 3-й, 2",beeline
57,микрорайон 3-й микрорайон,20,,1,"Алматы г., микрорайон 3-й микрорайон, 20",43.222015,76.850923,"Алматы, микрорайон 3-й, 20",beeline
57,микрорайон 3-й микрорайон,21,,1,"Алматы г., микрорайон 3-й микрорайон, 21",43.221638,76.850997,"Алматы, микрорайон 3-й, 21",beeline
57,микрорайон 3-й микрорайон,21/1,,1,"Алматы г., микрорайон 3-й микрорайон, 21/1",43.221508,76.852057,"Алматы, Амаль, жилой комплекс",beeline
57,микрорайон 3-й микрорайон,22,,1,"Алматы г., микрорайон 3-й микрорайон, 22",43.221316,76.851291,"Алматы, микрорайон 3-й, 22",beeline
57,микрорайон 3-й микрорайон,23,,1,"Алматы г., микрорайон 3-й микрорайон, 23",43.221,76.85158,"Алматы, микрорайон 3-й, 23",beeline
57,микрорайон 3-й микрорайон,24,,1,"Алматы г., микрорайон 3-й микрорайон, 24",43.220865,76.852225,"Алматы, микрорайон 3-й, 24",beeline
57,микрорайон 3-й микрорайон,25,,1,"Алматы г., микрорайон 3-й микрорайон, 25",43.221248,76.853022,"Алматы, микрорайон 3-й, 25",beeline
57,микрорайон 3-й микрорайон,26,,1,"Алматы г., микрорайон 3-й микрорайон, 26",43.221541,76.853614,"Алматы, микрорайон 3-й, 26",beeline
57,микрорайон 3-й микрорайон,27,,1,"Алматы г., микрорайон 3-й микрорайон, 27",43.221935,76.854461,"Алматы, микрорайон 3-й, 27",beeline
57,микрорайон 3-й микрорайон,28,,1,"Алматы г., микрорайон 3-й микрорайон, 28",43.222478,76.854822,"Алматы, микрорайон 3-й, 28",beeline
57,микрорайон 3-й микрорайон,29,,1,"Алматы г., микрорайон 3-й микрорайон, 29",43.222949,76.855275,"Алматы, микрорайон 3-й, 29",beeline
57,микрорайон 3-й микрорайон,3,,1,"Алматы г., микрорайон 3-й микрорайон, 3",43.158044,76.889874,"Алматы, 3-я улица, 3",beeline
57,микрорайон 3-й микрорайон,30,,1,"Алматы г., микрорайон 3-й микрорайон, 30",43.223074,76.856274,"Алматы, микрорайон 3-й, 30",beeline
57,микрорайон 3-й микрорайон,31,,1,"Алматы г., микрорайон 3-й микрорайон, 31",43.223367,76.856865,"Алматы, микрорайон 3-й, 31",beeline
57,микрорайон 3-й микрорайон,32,,1,"Алматы г., микрорайон 3-й микрорайон, 32",43.222341,76.852528,"Алматы, микрорайон 3-й, 32",beeline
57,микрорайон 3-й микрорайон,33,,1,"Алматы г., микрорайон 3-й микрорайон, 33",43.222634,76.853119,"Алматы, микрорайон 3-й, 33",beeline
57,микрорайон 3-й микрорайон,34,,1,"Алматы г., микрорайон 3-й микрорайон, 34",43.222174,76.853353,"Алматы, микрорайон 3-й, 34",beeline
57,микрорайон 3-й микрорайон,35,,1,"Алматы г., микрорайон 3-й микрорайон, 35",43.222467,76.853944,"Алматы, микрорайон 3-й, 35",beeline
